mal_id,title_english,title_japanese,title_synonyms,genres_1,genres_2,genres_3,genres_4,genres_5,explicit_genres_1,explicit_genres_2,explicit_genres_3,explicit_genres_4,explicit_genres_5,demographics_1,demographics_2,demographics_3,themes_1,themes_2,themes_3,genres_6,genres_7,genres_8,themes_4
296,Anne Freaks,アンネ フリークス,nil,Horror,Mystery,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Psychological,nil,nil,,,,
23588,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
2976,nil,シガテラ,/Ciguatera - 17 Fuga of Youth,Comedy,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,School,nil,,,,
17311,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
54343,nil,ラスボス×ヒーロー,/Las Boss x Hero,Action,Adventure,Comedy,Fantasy,Supernatural,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
62861,Don't say to anyone about us.,ねぇ、誰にもヒミツだよ,/Hey/Don't Tell Anyone The Secret/Nee/Darenimo Himitsu da yo/Joou-sama Melancholic/Monolog Monochrome/Ouji-sama Urajijou/Akuma ga Kitarite/When the Devil Falls in Love,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
44849,The Wedding Eve,式の前日,/Azusa 2-gou de Saikai/Monochrome no Kyoudai/Yumemiru Kakashi/10-gatsu no Hakoniwa/Sorekara,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Josei,nil,nil,nil,nil,nil,,,,
42005,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
15916,nil,わが闘争,/Mein Kampf,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Historical,nil,nil,,,,
14483,Space Brothers,宇宙兄弟,/Uchu Kyodai,Drama,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Space,nil,nil,,,,
96573,Something About Us,우리사이느은,/Woori/Our Relationship Is,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
1288,nil,スクールデイズ,nil,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
86119,Ascendance of a Bookworm: I'll do Anything to Become a Librarian!,本好きの下剋上 ～司書になるためには手段を選んでいられません～,nil,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
25897,nil,スリーハーツ,nil,Action,Fantasy,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
44883,nil,明るいセカイ計画,/Bright World Project,Comedy,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
4327,Deep Sex,nil,nil,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
6320,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
7482,nil,RAINBOW 二舎六房の七人,nil,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Historical,Psychological,nil,,,,
49567,How to Raise a Boring Girlfriend,冴えない彼女〈ヒロイン〉の育てかた,/SaeKano,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Harem,School,nil,,,,
62083,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
445,GTO: The Early Years,湘南純愛組！,/Shounan Junai Gumi/Shonan Pure Love Gang,Action,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
4328,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
1142,An Innocent Relationship,ヴァージンな関係,/Virgin Relationship,Drama,Romance,Erotica,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
1155,"Sing ""Yesterday"" for Me",イエスタデイをうたって,nil,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
123681,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",君のことが大大大大大好きな100人の彼女,nil,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Harem,School,nil,,,,
56329,The Ideal Sponger Life,理想のヒモ生活,nil,Drama,Fantasy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
120643,TenPuru: No One Can Live on Loneliness,てんぷる,nil,Comedy,Romance,Slice of Life,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,nil,Harem,nil,nil,,,,
123990,nil,社畜サキュバスの話,/Tales of the Corporate Slave Succubus,Comedy,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Demons,nil,nil,,,,
58563,nil,イノサン,nil,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Historical,nil,nil,,,,
1076,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
121433,"Please Put Them On, Takamine-san",履いてください、鷹峰さん,/Let Me Put Your Panties On/Takamine-san,Comedy,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
61583,nil,헬퍼,nil,Action,Fantasy,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
122353,Please go home! Akutsu-san,帰ってください！ 阿久津さん,/Yankee Musume,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
115688,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
119216,When Will Ayumu Make His Move?,それでも歩は寄せてくる,/Even so/Ayumu draws closer to the endgame/Shougi no Yatsu,Comedy,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
1902,The Legend of Zelda: The Minish Cap,ゼルダの伝説 ふしぎのぼうし,/The Legend of Zelda: Legendary Edition,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
726,The Legend of Zelda: Ocarina of Time,ゼルダの伝説 時のオカリナ,nil,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
580,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
1994,A Foreign Love Affair,異国色恋浪漫譚,/The Romantic Tale of a Foreign Love Affair/Sensual Strangers/Koi no Annainin/The Guide of Love,Boys Love,Comedy,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
105645,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
109293,The Story of Our Unlikely,君がキライな恋の話,/A Story of an Unlikely Love,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
52389,nil,俺ライド!!,/Ore Raido/Ao Haru Ride x Ore Monogatari!! Crossover Special,Comedy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
1415,nil,マンホール,nil,Horror,Mystery,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Police,nil,nil,,,,
48089,nil,ハートの隠れ家,/Hideaway for the Heart,Boys Love,Comedy,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
90973,nil,チチチチ,/Chi Chi Chi Chi/Chichichichi,Comedy,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
61009,Days,DAYS,nil,Sports,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
111767,nil,ド直球彼氏×彼女,nil,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
107021,SUPER HXEROS,ド級編隊エグゼロス,/Haikei/Hannibal/Dear sir Hannibal,Action,Comedy,Supernatural,Ecchi,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
116167,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
96046,nil,かわいいひと,nil,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
112121,Black Summoner,黒の召喚士,/Black Summoner: A combat maniac's ascension/The Berserker Rises to Greatness.,Action,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
115200,nil,魔王になったので、ダンジョン造って人外娘とほのぼのする,nil,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
113292,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
92476,nil,落日のパトス,nil,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
99188,nil,언밸런스×3,/Unbalance Triangle,Drama,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
125255,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
19745,nil,11eyes -罪と罰と贖いの少女-,/11 eyes/11eyes -Sin/damnation and the atonement girl-,Action,Fantasy,Romance,Supernatural,Ecchi,nil,nil,nil,nil,nil,Shounen,nil,nil,Harem,nil,nil,,,,
109590,nil,29とJK,nil,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
32137,nil,3단합체김창남,/3-Part Transformation/Kim Chang-Nam,Drama,Romance,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,School,nil,,,,
69151,nil,30歳、処女OL,/30 Year-old Virgin OL,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Josei,nil,nil,nil,nil,nil,,,,
39335,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
1285,nil,ACONY -アコニー-,nil,Drama,Fantasy,Slice of Life,Supernatural,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
63579,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
81283,nil,紅い実はじけた,/The Red Fruit Burst/Hachisu-sensei no Shosai/Counterpunch/Nekotakota/Polter Poster/Ai no Touhikou/Kinmokusei no Kioku/Hatsukoi/First Love/Love Is In The Air/Memories of a Golden Sweet Olive,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
118646,The Reason Why Raeliana Ended up at the Duke's Mansion,그녀가 공작저로 가야 했던 사정,/The Duke's Fiancee/Why She Had to Go to the Duke,Comedy,Fantasy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
107417,Cheese in the Trap Season 2,치즈인더트랩 시즌2,nil,Comedy,Mystery,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
107875,Cheese in the Trap Season 3,치즈인더트랩 시즌3,nil,Comedy,Mystery,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
111211,nil,치즈인더트랩 시즌4,nil,Comedy,Mystery,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
60797,nil,君のいる町 妄想200話,/Kimi no Iru Machi: Fantasy Chapter 200,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
45613,nil,pupa,nil,Drama,Fantasy,Horror,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Psychological,nil,nil,,,,
27433,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
14531,GTO: 14 Days in Shonan,GTO SHONAN 14DAYS,/Great Teacher Onizuka: Shonan 14 Days/Black Diamond,Action,Comedy,Drama,Ecchi,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
71787,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
28393,nil,坂道のアポロン,/Sakamichi no Aporon/Kids on the Slope,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Josei,nil,nil,Music,School,nil,,,,
15010,nil,激流血～OVER BLEED～,/Over Bleed,Action,Drama,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Martial Arts,Psychological,School,,,,
54387,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
59299,nil,世界鬼,/Sekaioni/World of Demon,Drama,Fantasy,Horror,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Psychological,nil,nil,,,,
3572,Gambling Apocalypse Kaiji,賭博黙示録カイジ,/Tobaku Mokujiroku Kaiji,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Game,nil,nil,,,,
92203,Baccano!,BACCANO!,nil,Action,Fantasy,Mystery,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
114871,nil,かぐや様は告らせたい 同人版,/Kaguya Wants to be Confessed to Official Doujin,Comedy,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
33753,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
23805,nil,ぼくらの☆ひかりクラブ,/Our☆Hikari Club,Drama,Horror,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Psychological,nil,nil,,,,
93695,"Go For It, Nakamura!",ガンバレ！中村くん!!,nil,Boys Love,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
3614,What a Wonderful World!,素晴らしい世界,/WaWW,Drama,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
18992,nil,さくらんぼシンドローム クピドの悪戯II,/Cupid's Prank II: Cherry Syndrome/Nijidama Punch/Psychic Duo/Nijidama Bonbon,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,nil,nil,,,,
60095,nil,富士山さんは思春期,/Fujiyama's Adolescence,Comedy,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,School,nil,nil,,,,
17904,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
563,V.B. Rose,Ｖ・Ｂ・ローズ (ベルベット・ブルー・ローズ),/Velvet Blue Rose,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
87404,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
15491,nil,毒姫,/Doku Hime/La Princesse de poison/Poison Princess,Drama,Fantasy,Horror,Romance,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
42001,nil,長歌行,/Choukakou/Chang Ge Xing,Action,Adventure,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Historical,nil,nil,,,,
14073,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
20215,nil,紅い道,/Red Road,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
17360,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
10740,Ilegenes: Track of a Black Gleam,イルゲネス～黒耀の軌跡～,/The Genetic Sodom Ilegenes,Drama,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,Military,School,nil,,,,
3924,nil,"プライベート・プリンス,",/My Boyfriend is a Prince/Sinful Love: Your Future is Mine/Sly Prince,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Josei,nil,nil,nil,nil,nil,,,,
4685,nil,最強コイバナ ～スイート&エロティックベスト5～,/Strongest Love Story/Houkago Wedding/After School Wedding/Platinum Talk/Close Distance Love/Until I Fall in Love/In Love for 10 Years/Kinkyori Renai,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
24877,Shooting Star☆Lens,流れ星レンズ,/Nagareboshi Lens: Starry Sky/Candy Cat/Shunkan Pink/Chocolate Sesshu/Hello/Mr.Rabbit/Natsuyo ni Nijimu,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
121401,The Abandoned Empress,버림 받은 황비,/Beorim Badeun Hwangbi,Drama,Fantasy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
13381,nil,タイトロープ,/Tightrope/Doushiyoumo Nai Keredo Returns,Boys Love,Romance,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
95738,nil,ヤリチン☆ビッチ部,/Yarichin☆Bitch Club,Boys Love,Comedy,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
58555,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
775,Embracing Love,春を抱いていた,/Haru wo Daite Ita/Fuyu no Semi/Winter Cicada,Boys Love,Drama,Romance,Slice of Life,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
11850,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
2779,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
407,Life,ライフ,nil,Drama,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,Psychological,School,nil,,,,
1965,Adult experience value,オトナ経験値,/Koibito Kijunchi,Boys Love,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
21286,nil,ピカ☆イチ,/Pika Ichi/Pikaichi/Pika-ichi/Picaichi/Pica-ichi/First Flash,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
49537,nil,ReReハロ,/Mebuki Kimidori,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
85901,The Water Dragon's Bride,水神の生贄〈はなよめ〉,/Suijin no Ikenie,Drama,Fantasy,Romance,Supernatural,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
87490,"I won't ever like you, My senpai.",好きにならないよ、センパイ,/SukiSen,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
1999,Under (xGround) Grand Hotel,アンダーグラ〔×ウ〕ンドホテル,/Under Grand Hotel Hi no Ataru Basho/Under Grand Hotel Toraware no Shirushi,Boys Love,Drama,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
80907,That Wolf-Boy Is Mine!,私のオオカミくん,nil,Comedy,Romance,Supernatural,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
53,Yu Yu Hakusho,幽☆遊☆白書,/Yuu Yuu Hakusho/YuYu Hakusho/Two Shots,Action,Comedy,Drama,Supernatural,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
130924,The Girl I Saved on the Train Turned Out to Be My Childhood Friend,痴漢されそうになっているＳ級美少女を助けたら隣の席の幼馴染だった,/When I Rescued a Beautiful Girl Who Was About to Be Molested/It Was My Childhood Friend Sitting Next to Me,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
113717,She's Adopted a High School Boy!,男子高校生を養いたいお姉さんの話,/The Story of the Lady Who Wants to Nurture a High School Boy.,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
118026,"The Strongest Brave Who Craves Revenge, Extinguish With the Power of Darkness",復讐を希う最強勇者は、闇の力で殲滅無双する,/The Dark Massacre of the Vengeful Hero,Action,Drama,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
122841,nil,名前のない怪物 蜘蛛と少女と猟奇殺人,nil,Horror,Mystery,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
121480,Call of the Night,よふかしのうた,nil,Romance,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Vampire,nil,nil,,,,
115068,Love is Still Too Early for Himeno-chan,姫乃ちゃんに恋はまだ早い,nil,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
130740,nil,紙袋くんは恋してる,/Paperbag-kun Is in Love,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
121740,I want your mother to be with me!,君のお母さんを僕に下さい！,nil,Comedy,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
93653,nil,PYGMALION-ピグマリオン-,nil,Action,Fantasy,Horror,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
114043,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
87670,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
45721,Hepatica Nobilis,ミスミソウ,/Misu Misou,Horror,nil,nil,nil,nil,nil,nil,nil,nil,nil,Josei,nil,nil,School,nil,nil,,,,
91946,nil,蟲姫,/Mushi-hime/Insect Princess,Horror,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
109911,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
977,nil,座敷女,/Phantom Stalker Woman/Zashikionna/Demon Stalker Woman,Drama,Horror,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,nil,nil,,,,
15272,nil,熱帯少女,/Tropical Girls/The Beginning of Summer/Suika/Evening Rain Feeling/Sketch/Summer Ants/Return to the Womb/Secret Stream/Summer Is All About/Natsu no Hajimari/Yuudachi Kibun/Natsu no Ari/Tainai Kaiki/Himitsu no Seseragi/Natsu to Ieba,Girls Love,Slice of Life,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
17908,The Conditions of Paradise: Azure Dreams,瑠璃色の夢,/Lapis Lazuli Dream/Azure Dream/Princess of the Stars/Honey & Mustard/Nostalgia/Virgin Season/Mangetsu no Yoru ni wa/On a Night When the Moon is Full/Soft-Boiled Fujoshi,Girls Love,Romance,Slice of Life,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
125076,nil,十字架のろくにん,nil,Mystery,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Psychological,nil,nil,,,,
121213,Insomniacs After School,君は放課後インソムニア,nil,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,School,nil,nil,,,,
1211,Me and the Devil Blues: The Unreal Life of Robert Johnson,俺と悪魔のブルーズ,/Me & the Devil Blues,Drama,Horror,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Historical,Psychological,nil,,,,
119260,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
104829,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
124036,Sakurai-san Wants to Be Noticed,桜井さんは気づいてほしい,nil,Comedy,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
141120,The Boxer,더 복서,/Deo Boxer,Action,Drama,Sports,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Martial Arts,nil,nil,,,,
129651,nil,嫁いできた嫁が愛想笑いばかりしてる,/My New Wife Is Forcing Herself to Smile,Comedy,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Historical,Samurai,nil,,,,
114417,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
48483,Lesson of the Evil,悪の教典,/Aku no Kyoten,Horror,Suspense,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,School,nil,,,,
90143,nil,ぼくらのふしだら,nil,Drama,Supernatural,Ecchi,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,School,nil,nil,,,,
94919,nil,僕たちがやりました,/We Did It,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
49697,nil,いただきっ！セーエキ♥,/First Course for Vampire/Dinner for a Vampire/Full Course Dinner for Vampire/Take it Chairman!!/The Sleeping Beauty Is a Bitch/Puppetmaster/Succubus Night/The Work of Magical Girl/The Enjoyment of Demotion Limits/Erotic Magic/Dolce for Vampire,Supernatural,Hentai,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Vampire,nil,nil,,,,
119624,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
94396,Imperfect Girl,少女不十分,/Insufficient Girl,Mystery,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
29185,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
78813,"""X"" Method In The Dead Of Night",真夜中のＸ儀典（クロスメソッド）,/Mayonaka no X Method/Mayonaka no X Giten,Mystery,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
96567,nil,マイ・フェア・ネイバー,nil,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
58711,nil,Re：まりな,/Re: Marina,Comedy,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
